distribuidora;cliente;preventista;supervisor;supervisorpepsico;jefedeventas;gerente;dueno;tipo;taxo;portafolio;exhibidores;planograma;preciosvisibles;rotacionpreventiva;porcentajetiendaperfecta;tiendaperfecta;validacion;idtienda
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;1;0;1;0;43;0;0;57210
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Kiosco;C;0;0;0;1;1;23;0;0;57211
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Kiosco;A;0;1;0;1;1;60;0;0;57212
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;A;0;0;0;0;0;14;0;0;57213
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;A;0;0;0;0;0;14;0;0;57214
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;1;0;1;0;42;0;0;57215
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;A;0;1;0;1;1;57;0;0;57216
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;1;1;34;0;0;57217
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;A;0;1;0;1;1;55;0;0;57218
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;A;0;1;1;1;1;70;0;0;57219
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;A;0;0;0;0;0;11;0;0;57220
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;A;0;0;0;0;0;13;0;0;57221
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;0;0;12;0;0;57222
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;1;0;1;1;57;0;0;57223
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;A;0;1;0;1;1;66;0;0;57224
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;1;0;1;1;60;0;0;57225
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;1;0;1;0;43;0;0;57226
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;0;0;5;0;0;57227
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;1;1;23;0;0;57228
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;B;0;1;0;1;1;62;0;0;57229
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;A;0;1;0;1;1;61;0;0;57230
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;1;0;1;1;52;0;0;57231
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;1;1;22;0;0;57232
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;B;0;1;0;1;1;62;0;0;57233
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;1;1;23;0;0;57234
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Autoservicio;A;0;1;1;1;1;78;0;0;57235
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;1;0;1;1;57;0;0;57236
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;1;0;1;1;62;0;0;57237
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;B;0;0;0;0;0;6;0;0;57238
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;A;0;0;0;0;0;10;0;0;57239
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;1;0;1;1;64;0;0;57240
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;A;0;1;0;1;1;59;0;0;57241
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;0;0;12;0;0;57242
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;A;0;0;0;0;0;18;0;0;57243
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Autoservicio;C;0;0;0;0;0;8;0;0;57244
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;A;0;1;0;1;1;55;0;0;57245
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Autoservicio;B;0;1;1;1;1;74;0;0;57246
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;B;0;1;0;0;0;46;0;0;57247
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;A;0;1;0;1;1;63;0;0;57248
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;0;0;14;0;0;57249
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Autoservicio;B;0;1;1;1;1;77;0;0;57250
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;B;0;1;0;1;1;64;0;0;57251
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;1;1;1;0;55;0;0;57252
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;A;0;0;0;0;0;9;0;0;57253
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Kiosco;C;0;0;0;0;0;6;0;0;57254
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Kiosco;A;0;1;0;1;1;60;0;0;57255
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;0;0;2;0;0;57256
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Autoservicio;B;0;1;1;1;1;75;0;0;57257
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;B;0;0;0;0;0;12;0;0;57258
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;A;0;0;0;0;0;10;0;0;57259
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Autoservicio;B;0;0;0;0;0;9;0;0;57260
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;1;0;1;1;53;0;0;57261
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;A;0;1;0;1;1;63;0;0;57262
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;B;0;0;0;0;0;5;0;0;57263
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Autoservicio;C;0;1;0;1;1;60;0;0;57264
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;B;0;1;0;1;1;68;0;0;57265
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Tradicional;B;0;0;0;0;0;12;0;0;57266
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Autoservicio;C;0;1;1;1;1;76;0;0;57267
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Autoservicio;C;0;1;1;1;1;68;0;0;57268
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Autoservicio;C;0;1;0;1;1;53;0;0;57269
TOTAL DISTRIBUCIONES SRL;5;33806044;30561184;24240367;27795488;26933144;14956556;Autoservicio;C;0;1;1;1;1;70;0;0;57270
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;0;0;10;0;0;57271
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Autoservicio;C;0;0;0;0;0;8;0;0;57272
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;0;0;10;0;0;57273
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Autoservicio;C;0;0;0;1;1;35;0;0;57274
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;0;0;14;0;0;57275
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;1;1;32;0;0;57276
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;A;0;1;1;1;1;72;0;0;57277
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Autoservicio;C;0;0;0;1;1;37;0;0;57278
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Autoservicio;C;0;1;1;1;1;72;0;0;57279
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Autoservicio;C;0;1;1;1;1;74;0;0;57280
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;B;0;1;1;0;1;58;0;0;57281
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;0;0;5;0;0;57282
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;0;0;7;0;0;57283
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Autoservicio;C;0;0;0;0;0;10;0;0;57284
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Autoservicio;C;0;0;0;0;0;16;0;0;57285
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;A;0;0;0;0;0;10;0;0;57286
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;B;0;1;0;1;1;64;0;0;57287
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;0;0;12;0;0;57288
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;0;0;8;0;0;57289
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;0;0;12;0;0;57290
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Autoservicio;B;0;1;1;1;1;80;0;0;57291
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;1;0;1;1;66;0;0;57292
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;0;0;10;0;0;57293
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;0;1;26;0;0;57294
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;B;0;0;0;1;1;38;0;0;57295
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;1;1;1;40;0;0;57296
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;1;1;1;1;74;0;0;57297
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Autoservicio;C;0;0;0;0;0;1;0;0;57298
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Kiosco;B;0;0;1;1;1;45;0;0;57299
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Autoservicio;C;0;0;0;1;1;26;0;0;57300
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;0;1;18;0;0;57301
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;0;0;10;0;0;57302
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;0;1;18;0;0;57303
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Kiosco;C;0;1;1;1;1;73;0;0;57304
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;B;0;1;1;0;1;66;0;0;57305
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Autoservicio;C;0;1;1;1;1;73;0;0;57306
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;0;0;14;0;0;57307
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Autoservicio;C;0;0;0;0;0;4;0;0;57308
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;0;0;14;0;0;57309
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;1;1;0;1;60;0;0;57310
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;1;1;1;1;70;0;0;57311
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Kiosco;C;0;0;0;0;0;6;0;0;57312
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Kiosco;C;0;0;1;1;1;36;0;0;57313
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;A;0;0;1;1;1;40;0;0;57314
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;0;0;10;0;0;57315
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;1;1;1;1;79;0;0;57316
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Autoservicio;C;0;1;0;0;0;36;0;0;57317
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;A;0;0;0;0;0;11;0;0;57318
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;0;0;8;0;0;57319
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;0;0;16;0;0;57320
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Autoservicio;C;0;0;0;0;1;18;0;0;57321
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;A;0;1;1;0;1;62;0;0;57322
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;B;0;0;1;1;1;41;0;0;57323
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Kiosco;A;0;1;0;1;1;74;0;0;57324
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Kiosco;A;0;1;1;1;1;68;0;0;57325
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;A;0;0;0;1;1;34;0;0;57326
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;0;0;14;0;0;57327
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;A;0;1;1;1;1;79;0;0;57328
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;1;0;1;1;60;0;0;57329
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;0;0;16;0;0;57330
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;B;0;0;1;1;1;44;0;0;57331
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;1;1;1;38;0;0;57332
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;1;1;27;0;0;57333
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;1;0;1;1;69;0;0;57334
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;B;0;1;1;1;1;74;0;0;57335
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;1;1;28;0;0;57336
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;1;1;0;1;52;0;0;57337
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;B;0;1;1;1;1;76;0;0;57338
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;A;0;0;0;0;0;15;0;0;57339
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;0;0;21;0;0;57340
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;B;0;1;1;1;1;77;0;0;57341
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;0;0;16;0;0;57342
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;A;0;0;0;1;1;30;0;0;57343
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Kiosco;C;0;1;0;1;1;73;0;0;57344
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;0;0;12;0;0;57345
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;0;0;16;0;0;57346
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;1;1;28;0;0;57347
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;1;1;34;0;0;57348
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;0;0;16;0;0;57349
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;1;1;1;38;0;0;57350
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;B;0;1;1;1;1;74;0;0;57351
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;1;1;1;1;68;0;0;57352
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;0;0;7;0;0;57353
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Kiosco;C;0;1;1;0;1;75;0;0;57354
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;B;0;0;0;0;0;13;0;0;57355
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;0;0;17;0;0;57356
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;0;0;7;0;0;57357
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;A;0;1;1;0;1;58;0;0;57358
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Autoservicio;B;0;1;1;1;1;74;0;0;57359
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;1;1;30;0;0;57360
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;B;0;1;0;1;0;58;0;0;57361
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;1;1;1;1;67;0;0;57362
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;A;0;0;1;1;1;41;0;0;57363
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Kiosco;C;0;0;1;1;1;40;0;0;57364
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;A;0;1;1;1;1;74;0;0;57365
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Kiosco;B;0;1;1;1;1;83;0;0;57366
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;1;0;1;1;62;0;0;57367
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;0;0;14;0;0;57368
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;1;1;1;1;63;0;0;57369
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;A;0;1;1;0;1;62;0;0;57370
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;0;0;19;0;0;57371
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;0;1;24;0;0;57372
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Autoservicio;B;0;0;1;0;0;33;0;0;57373
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;0;0;7;0;0;57374
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;0;0;12;0;0;57375
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;0;0;10;0;0;57376
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;1;1;1;46;0;0;57377
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;1;1;1;38;0;0;57378
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;A;0;0;0;1;1;36;0;0;57379
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;B;0;0;0;1;1;37;0;0;57380
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;B;0;0;0;0;0;22;0;0;57381
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Kiosco;C;0;0;0;1;1;23;0;0;57382
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Kiosco;B;0;0;0;0;0;15;0;0;57383
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;0;0;14;0;0;57384
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;1;1;1;1;70;0;0;57385
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;A;0;1;1;1;1;74;0;0;57386
TOTAL DISTRIBUCIONES SRL;7;36553748;30561184;24240367;27795488;26933144;14956556;Tradicional;C;0;0;0;1;1;32;0;0;57387
TOTAL DISTRIBUCIONES SRL;8;36466190;30561184;24240367;27795488;26933144;14956556;Autoservicio;B;0;0;1;1;1;47;0;0;57388
TOTAL DISTRIBUCIONES SRL;8;36466190;30561184;24240367;27795488;26933144;14956556;Tradicional;A;0;1;0;0;1;59;0;0;57389
TOTAL DISTRIBUCIONES SRL;8;36466190;30561184;24240367;27795488;26933144;14956556;Autoservicio;A;0;1;1;1;1;79;0;0;57390
TOTAL DISTRIBUCIONES SRL;8;36466190;30561184;24240367;27795488;26933144;14956556;Autoservicio;B;0;1;1;1;1;73;0;0;57391
TOTAL DISTRIBUCIONES SRL;8;36466190;30561184;24240367;27795488;26933144;14956556;Autoservicio;C;0;0;0;1;1;35;0;0;57392
TOTAL DISTRIBUCIONES SRL;8;36466190;30561184;24240367;27795488;26933144;14956556;Autoservicio;A;0;1;1;1;1;79;0;0;57393
TOTAL DISTRIBUCIONES SRL;8;36466190;30561184;24240367;27795488;26933144;14956556;Autoservicio;C;0;1;0;0;1;64;0;0;57394
TOTAL DISTRIBUCIONES SRL;8;36466190;30561184;24240367;27795488;26933144;14956556;Autoservicio;A;0;0;0;0;0;14;0;0;57395
TOTAL DISTRIBUCIONES SRL;8;36466190;30561184;24240367;27795488;26933144;14956556;Autoservicio;A;0;0;0;0;0;18;0;0;57396
TOTAL DISTRIBUCIONES SRL;8;36466190;30561184;24240367;27795488;26933144;14956556;Autoservicio;C;0;1;1;0;1;74;0;0;57397
TOTAL DISTRIBUCIONES SRL;8;36466190;30561184;24240367;27795488;26933144;14956556;Autoservicio;A;0;0;0;0;0;14;0;0;57398
